word,explanation
陕,陕 古地名。战国陕邑，在今河南省陕县 自陕而东者，周公主之;自陕而西者，召公主之。--《公羊传》中国陕西省的简称 陕 狭窄 是故溪陕者速涸。--《墨子》陕（陝）shǎn陕西省的简称川～公路。
降,降 (会意)同本义，与陟相对 降，下也。--《说文》是降丘宅土。--《书·禹贡》复降在原。--《诗·大雅·公刘》维岳降神。--《诗·大雅·崧高》降西阶一等。--《仪礼·士冠礼》子余使公子降拜曰。--《国语·晋语》又如降阶(走下台阶);降格(从上而至。即降临。格，至);降辇(帝王下车);降拜(下堂拜宾);降真(降临的神灵);降饯(高贵人物屈尊赴宴);降驾(帝王临幸);降坛诗(扶乩时鬼神降临祭坛所题的诗)贬抑;降低 若有故为，当加降黜。--《资治通鉴》稍降辞色。--《资治降jiàng⒈下落，落下，使下落～雨。～落。～价。～格以求。⒉见xiáng。降xiáng⒈归顺，投向对方投～。请～。至死不～。⒉制服，使驯服～烈马。一物～一物。 降xiàng 1.星次名。
函,函 (象形。今隶误作函。本义舌)同本义 圅，舌也。--《说文》若合而函吾中。--《国语·楚语》。注入也。按，如舌之在口中也。口上曰臄，口下曰圅。--《通俗文》噱，圅舌也。--《广雅·释亲》盛物的匣子、套子 函封之。--《战国策·燕策》函封。买五人之脰而函之。--明·张溥《五人墓碑记》又如蒋;镜函传达消息或指示的信件(古代寄信用木函) 邮政 信封 发函伸纸，…。--《文选·吴函（圅）hán⒈匣(子)，套(子)钱～。得一石～。全书共五～。⒉信件，信封～件。来～已收。递送公～。发～伸纸（打开信封，拿出信纸）。⒊包含，包容～牛（容得下一头牛）之鼎沸，而蝇蚋（蚊类）弗敢入。
限,限 (形声。从阜，艮声。阜，土山，与山势有关。本义阻隔)同本义 限，阻也。--《说文》限之以大故。--《楚辞·怀沙》牵牛织女遥相望，尔独何辜限河梁。--三国魏·曹丕《燕歌行》又如限绝(隔绝);限隔(阻隔;隔绝);限带(阻隔围绕);限难(阻难)限制;限定 是身如浮云，安可限南北。--杜甫《别赞上人》又如限状(限期完成公务的文书)限 险阻 南有巫山，黔中之限。--《战国策》限期 限六日内交。--《广东军务记》不可限以时月。--宋·沈限xiàn⒈定范围～制。～定。～期完成。⒉指定的范围界～。期～。权～。⒊险阻巫山之～。⒋⒌［限度］范围的极限最大～度。最低～度。
妹,妹 (形声。从女，未声。本义妹妹)称同父母或同父异母或同母异父比自己年纪小的女子 妹，女弟也。--《说文》及姑姊妹。--《左传·襄公十二年》妹者，少女之称也。--《易·归妹》注东宫之妹，邢侯之姨。--《诗·卫风·硕人》又如妹妹;妹丈(妹妹的丈夫);妹婿(妹夫)称亲戚中同辈(或为表示亲善对非亲戚中同辈)年纪比自己小的女子 古邑 妹 通昧。昏暗不明 而弃妹之者，不仁也。--《庄子·天道》妹mèi⒈称同父母比自己年龄小的女子么～子。这是我的～ ～。⒉称比自己年龄小的同辈女子表～。姨～。小～ ～。
姑,姑〈名〉(形声。从女，古声。本义丈夫的母亲)同本义 姑，夫母也。--《说文》姑在则曰君姑，姑殁则曰先姑。又，妇谓夫之庶母为少姑。--《尔雅》如母而非母也，姑也。--《白虎通》既而将诉于舅姑;舅姑(公婆)爱其子，不能御。--唐·李朝威《柳毅传》又如翁姑;姑嫜(古时妻子对丈夫父母的称呼，即公婆)父亲的姐妹 父之姊妹为姑。--《尔雅》问我诸姑。--《诗·邶风·泉水》姪其从姑。--《左传·僖公十五年》又如姑舅(姑母和舅父);姑姊(父之姐);姑姑gū⒈父亲的姐妹大～ ～。么～母。⒉丈夫的母亲拜见翁～（翁丈夫的父亲）。⒊丈夫的姐妹～嫂子。小～子。⒋出家修行或从事迷信职业的妇女或传说中的神女尼～。仙～。⒌暂且，姑且子（你）～待之。⒍
姐,姐 (形声。从女，且声。本义母亲的别称)蜀谓母曰姐。--《说文》。段玉裁注方言也，其字当蜀人所制。女兄。同父母或只同父或同母;年龄比自己大的女子 近世多以女兄为姐，盖尊之也。--吴曾《能改斋漫录》又如大姐;二姐;姐妹;姐弟称本族或亲戚同辈而年龄比自己大的(不包括称为嫂的)女子 尊称年纪和自己差不多的女子 对一般同辈女性的敬称 指妓女 姐jiě⒈称同父母所生养的、比自己年龄大的女子好～ ～。⒉称比自己年龄大的同辈女子表～。⒊敬词大～。⒋姐jù 1.娇，骄纵。姐zǐ 1.汉代少数民族名，属西羌。如彡姐﹑荡姐。参见《汉书．冯奉世传》。
姓,姓 (会意兼形声。从女，从生，生亦声。本义标志家族系统的字)同本义 姓，人所生也。--《说文》左氏传曰天子建德，因生以赐姓。--《春秋·隐公八年》。按，神农母居姜水，黄帝母居姬水，舜母居姚虚，因以为姓。故从女生。赐姓刘氏，拜为郎中。--《史记·刘敬叔孙通列传》世为著姓。--《后汉书·张衡传》姓者，统其祖考之所自出，氏者，别其子孙之所自分。--刘恕《通鉴外纪》又如姓族(大族，望族);姓字(姓氏和名字);姓系(姓氏家族的源流系统);姓第(姓氏行第)命，性命 救民之姓而不夸，行补三君而不有。--姓xìng表明家族系统的称号～氏。她～什么？
妮,呢〈助〉ne用在疑问句末，表示疑问 用在反问句末，加强反问 用在陈述句末，表示对事实的确认或强调 用在陈述句末，表示动作或情况正在继续 如他学习呢用在句中表示停顿 妮nī⒈女孩子小～子。乖～儿。⒉旧时称被奴役的使女～子，拿灯来。
始,始 (形声。从女，台声。本义开头，开始) 同本义。与终相对  始，女之初也。--《说文》。朱曰裁衣之始为初，草木之始为才，人身之始为首为元，筑墙之始为基，开户之始为戽，子孙之始为祖，形生之始为胎。 无名天地之始。--《老子》。注始者，道本也。 始求深也。--《易·恒》。虞注乾为始。 君子慎始。--《礼记·经解》 礼始于冠。--《礼记·昏义》。注犹根也。 天地者，生之始也。--《荀子·王制》 忧懈怠则思慎始而敬终。--唐·魏征《谏太宗十思疏》 始缢即气绝。--方苞《狱中杂记 始shǐ ⒈起头，最初，当初开～。～祖。～信圣贤之道。 ⒉才，方才事毕～返。
姆,娒 (形声。从女，母声。本义中国古代教育未出嫁女子的妇人)同本义 娒，女师也。--《说文》姆纚笄宵衣在其右。--《仪礼·士昏礼》。注姆，妇人年五十，无子，出而不复嫁，能以妇道教人者，若今时乳母。姆教婉娩听从。--《礼记·内则》又如保姆(保母。受雇为人看孩子或干家务的妇女);姆母(古时为人教育女子的妇人);姆师(古时以妇道教育女子的女师);姆训(女师的训诫);姆教(女师传授妇道于女子)乳母 姆抱幼子立侧。--韩愈《殿中少监马君墓志》姆妈姆mǔ姆mǔ①古代教育未出嫁女子的妇人。②吴方言称母为'姆妈'。姆mǔ①古代以妇道教女子的女师。②姆姆的省称。姆m~媽。
迢,迢〈形〉(形声。从辵，召声。本义遥远)同本义 旷瞻迢递。--《文选·左思·吴都赋》。刘注迢递，远貌。又如 千里迢迢;夜迢迢;迢邈(遥远);迢渺(遥远渺茫)高貌，高峻貌 如迢递(高峻的样子);迢越(高远的样子);迢峣(高大的样子)迢tiáo远，遥远～遥。千里～ ～。～ ～牵牛星。
驾,驾 (形声。从马，加声。本义以轭加于马上)同本义 驾，马在轭中。--《说文》其乱至矣，不可以驾矣。--《吕氏春秋·贵因》驾言兮焉求。--晋·陶渊明《归去来兮辞》又如驾御(驾驭。驾驶车马;引申为驱驶、控制)把鞍加在马背上 一马驾一鞍，一女驾一男。--明·陈罴《跃鲤记》骑;乘 驾，乘也。--《广雅》鄐献子闻之，驾往救之。--《韩非子·难一》又如驾士(导引皇帝坐车的人);驾龙(仙道乘龙飞行);驾跨(骑乘);驾鹤西游(死的婉称)操纵;驾驶 晓驾炭车辗驾jià⒈把车或农具等套在牲口身上～车。～轻就熟（〈喻〉做很熟悉的事）。⒉操纵～驶。～往救之（驾车去救他）。～航天飞机。⒊〈古〉车辆～乘千余辆。又特指帝王的车～到。护～。也指帝王～崩（帝王死去）◇借用作敬词劳～。⒋①对人员的管理及使用。②掌握，控制知识越多，～驭的能力越强。驾jiā 1.添加;增多。
叁,叁〈数〉參，三也。--《广雅》◇作叁。參天两地而倚数。--《易·说卦》。虞注參，三也。大都不过參国之一。--《左传·隐公元年》。注三分国城之一。參伍以变。--《易·系辞上》。疏參，三也。志以发言，言以出信，信以立志，參以定之。--《左传·襄公二十七年》。注志言行三者具，而后身安存。天有其时，地有其财，人有其治，夫是之谓能參。--《荀子·天论》。注人能治在时地财而用之，则是參于天地。參天地而独立兮。--《汉书·杨雄传上》。师古曰參之言三也。叁（弎）sān'三'的大写。
参,参can加入 参水浸于盂内。--宋应星《天工开物》又如参选(参加盐);参纂(参加编纂)参与(亦作参予参豫。预闻而参议其事) 与之参国政。--《晋书·唐彬传》又如参决(参与决定计划);参定(参与决定);参事(参与计议国事)领悟;琢磨 或者此时参悟了，也未可定。--《红楼梦》又如参悟(领悟);参禅(佛教禅宗的修行方法。通过静心思虑，排除杂念来参悟佛教的妙谛)检验 无参验而必之者，愚也。--《韩非子·显学》进见，拜见(以一定
艰,艰 (形声。表示与土有关，艮声。本义土难治理)同本义 艰，土难治也。--《说文》。段玉裁注引申之，凡难理皆曰艰。艰难;困难 艰，难也。--《尔雅》艰则无咎。--《易·大有》遗大投艰于朕身。--《书·大诰》固国之艰急是为。--《国语·鲁语》长太息以掩涕兮，哀民生之多艰。--《楚辞·离骚》艰其昏晨之往来。--明·刘基《诚意伯刘文成公文集》勤且艰若此。--明·宋濂《送东阳马生序》又如艰虞(艰难困苦);艰屯(艰苦险阻);艰患(艰难祸患);艰急(困难);艰深(艰难深奥，晦涩难解);艰（芼）jiān⒈困难～难。～苦。～辛。～深（深奥难懂）。⒉〈古〉指父丧或母丧丁～。
线,线 (形声。从糸，戔声。本义用棉麻丝毛等材料拈成的细缕)同本义 线，缕也。--《说文》。按古文从糸，泉声。中国不绝如线。--《公羊传·僖公四年》爱惜起东西来，连个线头儿都是好的。--《红楼梦》又如线儿提的(提线木偶。借指酒后失态，步法踉跄);毛线;丝线;缝纫线细长如线的东西 天云一线。--清·姚鼐《登泰山记》又如线溜(细长的山水)线索 并多雇素暗夷语线民，假装济夷办艇，作为内应。--清·林则徐《焚剿夷船擒获汉奸折》又如线上的(同行);明线;内线;暗线金线（緌、缐）xiàn⒈棉、麻、丝、毛、锦纶或金属等制成的细长东西棉～。丝～。毛～。电～。尼龙～。⒉像线的光～§外～〗～。铁道～。⒊细微，极少一～希望。⒋几何学上称只有长度而没有宽度和厚度的直～。曲～。⒌边缘交界处防～。火～。岸～。国境～。〈喻〉所接近的某种边际生命～。死亡～。⒍
练,练 (形声。从糸，表示与线丝有关，柬声。本义把生丝煮熟;亦指把麻或织品煮得柔而洁白)同本义 练，湅缯也。--《说文》冬则练帛之中，足以为轻且煖。--《墨子·辞过》凡染，春暴练。--《周礼·染人》主练染，作采色。--《后汉书》又如练丝(未染色的熟丝)练习;操演 练之禾定。--宋·胡仔《苕溪渔隐丛话》又如练阅(训练检阅);练句(写作时斟酌遣词用句的工夫。也作炼句);练字(写作时用字技巧的推敲琢磨。也作炼字)漂洗;洗涤 练（練）liàn⒈白色的熟绢江平如～。⒉把丝麻或织品煮得柔软而洁白。⒊精熟，经验多精～。已熟～。他很老～。～达（阅历多而通达事理）。⒋反复学习，再三操作～习。～基本功。～技术。
组,组 (形声。从糸，且声。与丝织品有关，故从糸。本义具有文采的宽丝带。古代多用作佩印或佩玉的绶)同本义 组，绶属。其小者以为冠缨。--《说文》。按，织丝有文以为绶缨之用者也。阔者曰组，为带绶;狭者曰条，为冠缨。掌组。--《周礼·典丝》厥篚玄纁玑组。--《书·禹贡》织纴组紃。--《礼记·内则》系颈以组。--《汉书·高帝纪》仓皇展转，竟就死于尺组之下。--唐·陈鸿《长恨传》系燕父子以组。(组，这里指绳索。)--欧阳修《伶官传序》又如组帐(系以丝带的华丽帷帐);组缨(系冠的丝带组zǔ⒈〈古〉丝带，编织织～。素丝～之。⒉结合，构成～合。～成。⒊若干人结合成的单位学习～。科研～。⒋有规律、有系统的，合为一体的～词。～歌。～画。⒌量词两～铅笔。⒍①有目的、有秩序、有系统的结合起来～织春节晚会。②按一定的任务、目的建立起来的集体党～织。体育～织。③事物的组成系统或各部分之间的关系～织庞大。～织关系。④多细胞动、植物体中构成器官的基本单位上皮～织。肌肉～织。⑤纺织品经纬的结构这是斜纹～织的布。那是平纹～织的布。
